,V1,V2,V3,V4,V5,V6,V7,V8,V9
1,0.096707819,0.067772634,0.20781893,0.030735597,0.074717078,0.467078189,0.014531893,0.021476337,0.019161523
2,0.142606186,0.085011607,0.023464458,0.158416463,0.098563272,0.011606751,0.105903758,0.157287157,0.217140348
